year,category,overallMotivation,id,motivation,share,Full Name
2002,medicine,,750,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",3,Sydney Brenner
2002,medicine,,751,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",3,H. Robert Horvitz
2002,medicine,,752,"""for their discoveries concerning genetic regulation of organ development and programmed cell death'""",3,John E. Sulston
2001,chemistry,,741,"""for their work on chirally catalysed hydrogenation reactions""",4,William Knowles
2001,chemistry,,742,"""for their work on chirally catalysed hydrogenation reactions""",4,Ryoji Noyori
2001,chemistry,,743,"""for his work on chirally catalysed oxidation reactions""",2,Barry Sharpless
2001,economics,,744,"""for their analyses of markets with asymmetric information""",3,George A. Akerlof
2001,economics,,745,"""for their analyses of markets with asymmetric information""",3,A. Michael Spence
2001,economics,,746,"""for their analyses of markets with asymmetric information""",3,Joseph E. Stiglitz
2001,literature,,747,"""for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories""",1,V. S. Naipaul
2001,peace,,748,"""for their work for a better organized and more peaceful world""",2,United Nations 
2001,peace,,749,"""for their work for a better organized and more peaceful world""",2,Kofi Annan
2001,physics,,738,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",3,Eric Cornell
2001,physics,,739,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",3,Wolfgang Ketterle
2001,physics,,740,"""for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms and for early fundamental studies of the properties of the condensates""",3,Carl Wieman
2001,medicine,,737,"""for their discoveries of key regulators of the cell cycle""",3,Sir Paul Nurse
2001,medicine,,735,"""for their discoveries of key regulators of the cell cycle""",3,Leland Hartwell
2001,medicine,,736,"""for their discoveries of key regulators of the cell cycle""",3,Tim Hunt
2000,chemistry,,729,"""for the discovery and development of conductive polymers""",3,Alan Heeger
2000,chemistry,,730,"""for the discovery and development of conductive polymers""",3,Alan MacDiarmid
2000,chemistry,,731,"""for the discovery and development of conductive polymers""",3,Hideki Shirakawa
2000,economics,,732,"""for his development of theory and methods for analyzing selective samples""",2,James J. Heckman
2000,economics,,733,"""for his development of theory and methods for analyzing discrete choice""",2,Daniel L. McFadden
2000,literature,,734,"""for an œuvre of universal validity bitter insights and linguistic ingenuity which has opened new paths for the Chinese novel and drama""",1,Xingjian Gao
2000,peace,,725,"""for his work for democracy and human rights in South Korea and in East Asia in general and for peace and reconciliation with North Korea in particular""",1,Kim Dae-jung
2000,physics,"""for basic work on information and communication technology""",726,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",4,Zhores Alferov
2000,physics,"""for basic work on information and communication technology""",727,"""for developing semiconductor heterostructures used in high-speed- and opto-electronics""",4,Herbert Kroemer
2000,physics,"""for basic work on information and communication technology""",728,"""for his part in the invention of the integrated circuit""",2,Jack Kilby
2000,medicine,,722,"""for their discoveries concerning signal transduction in the nervous system""",3,Arvid Carlsson
2000,medicine,,723,"""for their discoveries concerning signal transduction in the nervous system""",3,Paul Greengard
2000,medicine,,724,"""for their discoveries concerning signal transduction in the nervous system""",3,Eric Kandel
1999,chemistry,,292,"""for his studies of the transition states of chemical reactions using femtosecond spectroscopy""",1,Ahmed Zewail
1999,economics,,720,"""for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas""",1,Robert Mundell
1999,literature,,676,"""whose frolicsome black fables portray the forgotten face of history""",1,Günter Grass
1999,peace,,568,"""in recognition of the organisation's pioneering humanitarian work on several continents""",1,Doctors Without Borders 
1999,physics,,158,"""for elucidating the quantum structure of electroweak interactions in physics""",2,Gerardus 't Hooft
1999,physics,,159,"""for elucidating the quantum structure of electroweak interactions in physics""",2,Martinus J.G. Veltman
1999,medicine,,461,"""for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell""",1,Günter Blobel
1998,chemistry,,290,"""for his development of the density-functional theory""",2,Walter Kohn
1998,chemistry,,291,"""for his development of computational methods in quantum chemistry""",2,John Pople
1998,economics,,719,"""for his contributions to welfare economics""",1,Amartya Sen
1998,literature,,675,"""who with parables sustained by imagination compassion and irony continually enables us once again to apprehend an elusory reality""",1,José Saramago
1998,peace,,566,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",2,John Hume
1998,peace,,567,"""for their efforts to find a peaceful solution to the conflict in Northern Ireland""",2,David Trimble
1998,physics,,155,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",3,Robert B. Laughlin
1998,physics,,156,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",3,Horst L. Störmer
1998,physics,,157,"""for their discovery of a new form of quantum fluid with fractionally charged excitations""",3,Daniel C. Tsui
1998,medicine,,458,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",3,Robert F. Furchgott
1998,medicine,,459,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",3,Louis J. Ignarro
1998,medicine,,460,"""for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system""",3,Ferid Murad
1997,chemistry,,287,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",4,Paul D. Boyer
1997,chemistry,,288,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)""",4,John E. Walker
1997,chemistry,,289,"""for the first discovery of an ion-transporting enzyme Na+ K+ -ATPase""",2,Jens C. Skou
1997,economics,,717,"""for a new method to determine the value of derivatives""",2,Robert C. Merton
1997,economics,,718,"""for a new method to determine the value of derivatives""",2,Myron Scholes
1997,literature,,674,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden""",1,Dario Fo
1997,peace,,564,"""for their work for the banning and clearing of anti-personnel mines""",2,International Campaign to Ban Landmines 
1997,peace,,565,"""for their work for the banning and clearing of anti-personnel mines""",2,Jody Williams
1997,physics,,152,"""for development of methods to cool and trap atoms with laser light""",3,Steven Chu
1997,physics,,153,"""for development of methods to cool and trap atoms with laser light""",3,Claude Cohen-Tannoudji
1997,physics,,154,"""for development of methods to cool and trap atoms with laser light""",3,William D. Phillips
1997,medicine,,457,"""for his discovery of Prions - a new biological principle of infection""",1,Stanley B. Prusiner
1996,chemistry,,284,"""for their discovery of fullerenes""",3,Robert F. Curl Jr.
1996,chemistry,,285,"""for their discovery of fullerenes""",3,Sir Harold Kroto
1996,chemistry,,286,"""for their discovery of fullerenes""",3,Richard E. Smalley
1996,economics,,715,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",2,James A. Mirrlees
1996,economics,,716,"""for their fundamental contributions to the economic theory of incentives under asymmetric information""",2,William Vickrey
1996,literature,,673,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality""",1,Wislawa Szymborska
1996,peace,,562,"""for their work towards a just and peaceful solution to the conflict in East Timor""",2,Carlos Filipe Ximenes Belo
1996,peace,,563,"""for their work towards a just and peaceful solution to the conflict in East Timor""",2,José Ramos-Horta
1996,physics,,149,"""for their discovery of superfluidity in helium-3""",3,David M. Lee
1996,physics,,150,"""for their discovery of superfluidity in helium-3""",3,Douglas D. Osheroff
1996,physics,,151,"""for their discovery of superfluidity in helium-3""",3,Robert C. Richardson
1996,medicine,,455,"""for their discoveries concerning the specificity of the cell mediated immune defence""",2,Peter C. Doherty
1996,medicine,,456,"""for their discoveries concerning the specificity of the cell mediated immune defence""",2,Rolf M. Zinkernagel
1995,chemistry,,281,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",3,Paul J. Crutzen
1995,chemistry,,282,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",3,Mario J. Molina
1995,chemistry,,283,"""for their work in atmospheric chemistry particularly concerning the formation and decomposition of ozone""",3,F. Sherwood Rowland
1995,economics,,714,"""for having developed and applied the hypothesis of rational expectations and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy""",1,Robert E. Lucas Jr.
1995,literature,,672,"""for works of lyrical beauty and ethical depth which exalt everyday miracles and the living past""",1,Seamus Heaney
1995,peace,,560,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",2,Joseph Rotblat
1995,peace,,561,"""for their efforts to diminish the part played by nuclear arms in international politics and in the longer run to eliminate such arms""",2,Pugwash Conferences on Science and World Affairs 
1995,physics,"""for pioneering experimental contributions to lepton physics""",147,"""for the discovery of the tau lepton""",2,Martin L. Perl
1995,physics,"""for pioneering experimental contributions to lepton physics""",148,"""for the detection of the neutrino""",2,Frederick Reines
1995,medicine,,452,"""for their discoveries concerning the genetic control of early embryonic development""",3,Edward B. Lewis
1995,medicine,,453,"""for their discoveries concerning the genetic control of early embryonic development""",3,Christiane Nüsslein-Volhard
1995,medicine,,454,"""for their discoveries concerning the genetic control of early embryonic development""",3,Eric F. Wieschaus
1994,chemistry,,280,"""for his contribution to carbocation chemistry""",1,George A. Olah
1994,economics,,711,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",3,John C. Harsanyi
1994,economics,,712,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",3,John F. Nash Jr.
1994,economics,,713,"""for their pioneering analysis of equilibria in the theory of non-cooperative games""",3,Reinhard Selten
1994,literature,,671,"""who with poetic force creates an imagined world where life and myth condense to form a disconcerting picture of the human predicament today""",1,Kenzaburo Oe
1994,peace,,557,"""for their efforts to create peace in the Middle East""",3,Yasser Arafat
1994,peace,,558,"""for their efforts to create peace in the Middle East""",3,Shimon Peres
1994,peace,,559,"""for their efforts to create peace in the Middle East""",3,Yitzhak Rabin
1994,physics,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter""",145,"""for the development of neutron spectroscopy""",2,Bertram N. Brockhouse
1994,physics,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter""",146,"""for the development of the neutron diffraction technique""",2,Clifford G. Shull
1994,medicine,,450,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",2,Alfred G. Gilman
1994,medicine,,451,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells""",2,Martin Rodbell
1993,chemistry,"""for contributions to the developments of methods within DNA-based chemistry""",278,"""for his invention of the polymerase chain reaction (PCR) method""",2,Kary B. Mullis
1993,chemistry,"""for contributions to the developments of methods within DNA-based chemistry""",279,"""for his fundamental contributions to the establishment of oligonucleotide-based site-directed mutagenesis and its development for protein studies""",2,Michael Smith
1993,economics,,709,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",2,Robert W. Fogel
1993,economics,,710,"""for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change""",2,Douglass C. North
1993,literature,,670,"""who in novels characterized by visionary force and poetic import gives life to an essential aspect of American reality""",1,Toni Morrison
1993,peace,,555,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",2,Nelson Mandela
1993,peace,,556,"""for their work for the peaceful termination of the apartheid regime and for laying the foundations for a new democratic South Africa""",2,F.W. de Klerk
1993,physics,,143,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",2,Russell A. Hulse
1993,physics,,144,"""for the discovery of a new type of pulsar a discovery that has opened up new possibilities for the study of gravitation""",2,Joseph H. Taylor Jr.
1993,medicine,,448,"""for their discoveries of split genes""",2,Richard J. Roberts
1993,medicine,,449,"""for their discoveries of split genes""",2,Phillip A. Sharp
1992,chemistry,,277,"""for his contributions to the theory of electron transfer reactions in chemical systems""",1,Rudolph A. Marcus
1992,economics,,708,"""for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction including nonmarket behaviour""",1,Gary Becker
1992,literature,,669,"""for a poetic oeuvre of great luminosity sustained by a historical vision the outcome of a multicultural commitment""",1,Derek Walcott
1992,peace,,554,"""for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples""",1,Rigoberta Menchú Tum
1992,physics,,142,"""for his invention and development of particle detectors in particular the multiwire proportional chamber""",1,Georges Charpak
1992,medicine,,446,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",2,Edmond H. Fischer
1992,medicine,,447,"""for their discoveries concerning reversible protein phosphorylation as a biological regulatory mechanism""",2,Edwin G. Krebs
1991,chemistry,,276,"""for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy""",1,Richard R. Ernst
1991,economics,,707,"""for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy""",1,Ronald H. Coase
1991,literature,,668,"""who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity""",1,Nadine Gordimer
1991,peace,,553,"""for her non-violent struggle for democracy and human rights""",1,Aung San Suu Kyi 
1991,physics,,141,"""for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter in particular to liquid crystals and polymers""",1,Pierre-Gilles de Gennes
1991,medicine,,444,"""for their discoveries concerning the function of single ion channels in cells""",2,Erwin Neher
1991,medicine,,445,"""for their discoveries concerning the function of single ion channels in cells""",2,Bert Sakmann
1990,chemistry,,275,"""for his development of the theory and methodology of organic synthesis""",1,Elias James Corey
1990,economics,,704,"""for their pioneering work in the theory of financial economics""",3,Harry M. Markowitz
1990,economics,,705,"""for their pioneering work in the theory of financial economics""",3,Merton H. Miller
1990,economics,,706,"""for their pioneering work in the theory of financial economics""",3,William F. Sharpe
1990,literature,,667,"""for impassioned writing with wide horizons characterized by sensuous intelligence and humanistic integrity""",1,Octavio Paz
1990,peace,,552,"""for the leading role he played in the radical changes in East-West relations""",1,Mikhail Gorbachev
1990,physics,,138,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",3,Jerome I. Friedman
1990,physics,,139,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",3,Henry W. Kendall
1990,physics,,140,"""for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons which have been of essential importance for the development of the quark model in particle physics""",3,Richard E. Taylor
1990,medicine,,442,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",2,Joseph E. Murray
1990,medicine,,443,"""for their discoveries concerning organ and cell transplantation in the treatment of human disease""",2,E. Donnall Thomas
1989,chemistry,,273,"""for their discovery of catalytic properties of RNA""",2,Sidney Altman
1989,chemistry,,274,"""for their discovery of catalytic properties of RNA""",2,Thomas R. Cech
1989,economics,,703,"""for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures""",1,Trygve Haavelmo
1989,literature,,666,"""for a rich and intensive prose which with restrained compassion forms a challenging vision of man's vulnerability""",1,Camilo José Cela
1989,peace,,551,"""for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people""",1,Lhamo Thondup
1989,physics,,135,"""for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks""",2,Norman F. Ramsey
1989,physics,,136,"""for the development of the ion trap technique""",4,Hans G. Dehmelt
1989,physics,,137,"""for the development of the ion trap technique""",4,Wolfgang Paul
1989,medicine,,440,"""for their discovery of the cellular origin of retroviral oncogenes""",2,J. Michael Bishop
1989,medicine,,441,"""for their discovery of the cellular origin of retroviral oncogenes""",2,Harold E. Varmus
1988,chemistry,,270,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",3,Johann Deisenhofer
1988,chemistry,,271,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",3,Robert Huber
1988,chemistry,,272,"""for the determination of the three-dimensional structure of a photosynthetic reaction centre""",3,Hartmut Michel
1988,economics,,702,"""for his pioneering contributions to the theory of markets and efficient utilization of resources""",1,Maurice Allais
1988,literature,,665,"""who through works rich in nuance - now clear-sightedly realistic now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind""",1,Naguib Mahfouz
1988,peace,,550,"""for preventing armed clashes and creating conditions for negotiations""",1,United Nations Peacekeeping Forces 
1988,physics,,132,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3,Leon M. Lederman
1988,physics,,133,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3,Melvin Schwartz
1988,physics,,134,"""for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino""",3,Jack Steinberger
1988,medicine,,437,"""for their discoveries of important principles for drug treatment""",3,Sir James W. Black
1988,medicine,,438,"""for their discoveries of important principles for drug treatment""",3,Gertrude B. Elion
1988,medicine,,439,"""for their discoveries of important principles for drug treatment""",3,George H. Hitchings
1987,chemistry,,267,"""for their development and use of molecules with structure-specific interactions of high selectivity""",3,Donald J. Cram
1987,chemistry,,268,"""for their development and use of molecules with structure-specific interactions of high selectivity""",3,Jean-Marie Lehn
1987,chemistry,,269,"""for their development and use of molecules with structure-specific interactions of high selectivity""",3,Charles J. Pedersen
1987,economics,,701,"""for his contributions to the theory of economic growth""",1,Robert M. Solow
1987,literature,,664,"""for an all-embracing authorship imbued with clarity of thought and poetic intensity""",1,Joseph Brodsky
1987,peace,,549,"""for his work for lasting peace in Central America""",1,Oscar Arias Sánchez
1987,physics,,130,"""for their important break-through in the discovery of superconductivity in ceramic materials""",2,J. Georg Bednorz
1987,physics,,131,"""for their important break-through in the discovery of superconductivity in ceramic materials""",2,K. Alex Müller
1987,medicine,,436,"""for his discovery of the genetic principle for generation of antibody diversity""",1,Susumu Tonegawa
1986,chemistry,,264,"""for their contributions concerning the dynamics of chemical elementary processes""",3,Dudley R. Herschbach
1986,chemistry,,265,"""for their contributions concerning the dynamics of chemical elementary processes""",3,Yuan T. Lee
1986,chemistry,,266,"""for their contributions concerning the dynamics of chemical elementary processes""",3,John C. Polanyi
1986,economics,,700,"""for his development of the contractual and constitutional bases for the theory of economic and political decision-making""",1,James M. Buchanan Jr.
1986,literature,,663,"""who in a wide cultural perspective and with poetic overtones fashions the drama of existence""",1,Wole Soyinka
1986,peace,,548,"""for being a messenger to mankind: his message is one of peace atonement and dignity""",1,Elie Wiesel
1986,physics,,127,"""for his fundamental work in electron optics and for the design of the first electron microscope""",2,Ernst Ruska
1986,physics,,128,"""for their design of the scanning tunneling microscope""",4,Gerd Binnig
1986,physics,,129,"""for their design of the scanning tunneling microscope""",4,Heinrich Rohrer
1986,medicine,,434,"""for their discoveries of growth factors""",2,Stanley Cohen
1986,medicine,,435,"""for their discoveries of growth factors""",2,Rita Levi-Montalcini
1985,chemistry,,262,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",2,Herbert A. Hauptman
1985,chemistry,,263,"""for their outstanding achievements in the development of direct methods for the determination of crystal structures""",2,Jerome Karle
1985,economics,,699,"""for his pioneering analyses of saving and of financial markets""",1,Franco Modigliani
1985,literature,,662,"""who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition""",1,Claude Simon
1985,peace,,547,"""for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war""",1,International Physicians for the Prevention of Nuclear War 
1985,physics,,126,"""for the discovery of the quantized Hall effect""",1,Klaus von Klitzing
1985,medicine,,432,"""for their discoveries concerning the regulation of cholesterol metabolism""",2,Michael S. Brown
1985,medicine,,433,"""for their discoveries concerning the regulation of cholesterol metabolism""",2,Joseph L. Goldstein
1984,chemistry,,261,"""for his development of methodology for chemical synthesis on a solid matrix""",1,Bruce Merrifield
1984,economics,,698,"""for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis""",1,Richard Stone
1984,literature,,661,"""for his poetry which endowed with freshness sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man""",1,Jaroslav Seifert
1984,peace,,546,"""for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa""",1,Desmond Tutu
1984,physics,,124,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",2,Carlo Rubbia
1984,physics,,125,"""for their decisive contributions to the large project which led to the discovery of the field particles W and Z communicators of weak interaction""",2,Simon van der Meer
1984,medicine,,429,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",3,Niels K. Jerne
1984,medicine,,430,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",3,Georges J.F. Köhler
1984,medicine,,431,"""for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies""",3,César Milstein
1983,chemistry,,260,"""for his work on the mechanisms of electron transfer reactions especially in metal complexes""",1,Henry Taube
1983,economics,,697,"""for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium""",1,Gerard Debreu
1983,literature,,660,"""for his novels which with the perspicuity of realistic narrative art and the diversity and universality of myth illuminate the human condition in the world of today""",1,William Golding
1983,peace,,545,"""for non-violent struggle for free trade unions and human rights in Poland""",1,Lech Walesa
1983,physics,,122,"""for his theoretical studies of the physical processes of importance to the structure and evolution of the stars""",2,Subrahmanyan Chandrasekhar
1983,physics,,123,"""for his theoretical and experimental studies of the nuclear reactions of importance in the formation of the chemical elements in the universe""",2,William A. Fowler
1983,medicine,,428,"""for her discovery of mobile genetic elements""",1,Barbara McClintock
1982,chemistry,,259,"""for his development of crystallographic electron microscopy and his structural elucidation of biologically important nucleic acid-protein complexes""",1,Aaron Klug
1982,economics,,696,"""for his seminal studies of industrial structures functioning of markets and causes and effects of public regulation""",1,George J. Stigler
1982,literature,,659,"""for his novels and short stories in which the fantastic and the realistic are combined in a richly composed world of imagination reflecting a continent's life and conflicts""",1,Gabriel García Márquez
1982,peace,,543,"""for their work for disarmament and nuclear and weapon-free zones""",2,Alva Myrdal
1982,peace,,544,"""for their work for disarmament and nuclear and weapon-free zones""",2,Alfonso García Robles
1982,physics,,121,"""for his theory for critical phenomena in connection with phase transitions""",1,Kenneth G. Wilson
1982,medicine,,425,"""for their discoveries concerning prostaglandins and related biologically active substances""",3,Sune K. Bergström
1982,medicine,,426,"""for their discoveries concerning prostaglandins and related biologically active substances""",3,Bengt I. Samuelsson
1982,medicine,,427,"""for their discoveries concerning prostaglandins and related biologically active substances""",3,John R. Vane
1981,chemistry,,257,"""for their theories developed independently concerning the course of chemical reactions""",2,Kenichi Fukui
1981,chemistry,,258,"""for their theories developed independently concerning the course of chemical reactions""",2,Roald Hoffmann
1981,economics,,695,"""for his analysis of financial markets and their relations to expenditure decisions employment production and prices""",1,James Tobin
1981,literature,,658,"""for writings marked by a broad outlook a wealth of ideas and artistic power""",1,Elias Canetti
1981,peace,,515,"""for promoting the fundamental rights of refugees""",1,Office of the United Nations High Commissioner for Refugees 
1981,physics,,118,"""for their contribution to the development of laser spectroscopy""",4,Nicolaas Bloembergen
1981,physics,,119,"""for their contribution to the development of laser spectroscopy""",4,Arthur L. Schawlow
1981,physics,,120,"""for his contribution to the development of high-resolution electron spectroscopy""",2,Kai M. Siegbahn
1981,medicine,,422,"""for his discoveries concerning the functional specialization of the cerebral hemispheres""",2,Roger W. Sperry
1981,medicine,,423,"""for their discoveries concerning information processing in the visual system""",4,David H. Hubel
1981,medicine,,424,"""for their discoveries concerning information processing in the visual system""",4,Torsten N. Wiesel
1980,chemistry,,254,"""for his fundamental studies of the biochemistry of nucleic acids with particular regard to recombinant-DNA""",2,Paul Berg
1980,chemistry,,255,"""for their contributions concerning the determination of base sequences in nucleic acids""",4,Walter Gilbert
1980,chemistry,,222,"""for their contributions concerning the determination of base sequences in nucleic acids""",4,Frederick Sanger
1980,economics,,694,"""for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies""",1,Lawrence R. Klein
1980,literature,,657,"""who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts""",1,Czeslaw Milosz
1980,peace,,541,"""for being a source of inspiration to repressed people especially in Latin America""",1,Adolfo Pérez Esquivel
1980,physics,,116,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",2,James Cronin
1980,physics,,117,"""for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons""",2,Val Fitch
1980,medicine,,419,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",3,Baruj Benacerraf
1980,medicine,,420,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",3,Jean Dausset
1980,medicine,,421,"""for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions""",3,George D. Snell
1979,chemistry,,252,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",2,Herbert C. Brown
1979,chemistry,,253,"""for their development of the use of boron- and phosphorus-containing compounds respectively into important reagents in organic synthesis""",2,Georg Wittig
1979,economics,,692,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",2,Theodore W. Schultz
1979,economics,,693,"""for their pioneering research into economic development research with particular consideration of the problems of developing countries""",2,Sir Arthur Lewis
1979,literature,,655,"""for his poetry which against the background of Greek tradition depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness""",1,Odysseus Elytis
1979,peace,,540,"""for her work for bringing help to suffering humanity""",1,Anjezë Gonxhe Bojaxhiu
1979,physics,,113,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",3,Sheldon Glashow
1979,physics,,114,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",3,Abdus Salam
1979,physics,,115,"""for their contributions to the theory of the unified weak and electromagnetic interaction between elementary particles including inter alia the prediction of the weak neutral current""",3,Steven Weinberg
1979,medicine,,417,"""for the development of computer assisted tomography""",2,Allan M. Cormack
1979,medicine,,418,"""for the development of computer assisted tomography""",2,Godfrey N. Hounsfield
1978,chemistry,,251,"""for his contribution to the understanding of biological energy transfer through the formulation of the chemiosmotic theory""",1,Peter Mitchell
1978,economics,,691,"""for his pioneering research into the decision-making process within economic organizations""",1,Herbert Simon
1978,literature,,654,"""for his impassioned narrative art which with roots in a Polish-Jewish cultural tradition brings universal human conditions to life""",1,Isaac Bashevis Singer
1978,peace,,538,"""for jointly having negotiated peace between Egypt and Israel in 1978""",2,Anwar al-Sadat
1978,peace,,539,"""for jointly having negotiated peace between Egypt and Israel in 1978""",2,Menachem Begin
1978,physics,,110,"""for his basic inventions and discoveries in the area of low-temperature physics""",2,Pyotr Kapitsa
1978,physics,,111,"""for their discovery of cosmic microwave background radiation""",4,Arno Penzias
1978,physics,,112,"""for their discovery of cosmic microwave background radiation""",4,Robert Woodrow Wilson
1978,medicine,,414,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",3,Werner Arber
1978,medicine,,415,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",3,Daniel Nathans
1978,medicine,,416,"""for the discovery of restriction enzymes and their application to problems of molecular genetics""",3,Hamilton O. Smith
1977,chemistry,,250,"""for his contributions to non-equilibrium thermodynamics particularly the theory of dissipative structures""",1,Ilya Prigogine
1977,economics,,689,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",2,Bertil Ohlin
1977,economics,,690,"""for their pathbreaking contribution to the theory of international trade and international capital movements""",2,James E. Meade
1977,literature,,653,"""for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society at the same time representing the great renewal of the traditions of Spanish poetry between the wars""",1,Vicente Aleixandre
1977,peace,,537,"""for worldwide respect for human rights""",1,Amnesty International 
1977,physics,,107,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",3,Philip W. Anderson
1977,physics,,108,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",3,Sir Nevill F. Mott
1977,physics,,109,"""for their fundamental theoretical investigations of the electronic structure of magnetic and disordered systems""",3,John H. Van Vleck
1977,medicine,,411,"""for their discoveries concerning the peptide hormone production of the brain""",4,Roger Guillemin
1977,medicine,,412,"""for their discoveries concerning the peptide hormone production of the brain""",4,Andrew V. Schally
